Planta,Puesto,Analisis
3,Coordinador Programa Soporte,Analisis
3,Coord Regional de Operaciones,Analisis
3,Gerente de Almacen,Analisis
3,Supervisor de Almacen Jr - Nivel 1,Analisis
3,Supervisor de Almacen Jr - Nivel 2,Analisis
3,Supervisor de Almacen Jr - Nivel 3,Analisis
3,Supervisor de Almacen Jr - Nivel 4,Analisis
3,Supervisor de Almacen Sr - Nivel 1,Analisis
3,Supervisor de Almacen Sr - Nivel 2,Analisis
3,Supervisor de Almacen Sr - Nivel 3,Analisis
3,Supervisor de Almacen Sr - Nivel 4,Analisis
3,Asistente de control de doctos,Analisis
3,Ingeniero Calidad Jr. (DD),Analisis
3,Ingeniero de Calidad "I" (DD),Analisis
3,Supervisor de Calidad Sr - Nivel 1,Analisis
3,Supervisor de Calidad Sr - Nivel 2,Analisis
3,Supervisor de Calidad Sr - Nivel 3,Analisis
3,Supervisor de Calidad Sr - Nivel 4,Analisis
3,Supervisor de Calidad Sr. (DD) - Nivel 1,Analisis
3,Supervisor de Calidad Sr. (DD) - Nivel 2,Analisis
3,Supervisor de Calidad Sr. (DD) - Nivel 3,Analisis
3,Supervisor de Calidad Sr. (DD) - Nivel 4,Analisis
3,Analista Cambios de Ingenieria,Analisis
3,Coord. Gestión Herramientas Mfg,Analisis
3,Coordinador Manufactura Aditiva,Analisis
3,Gerente de Manufactura DD,Analisis
3,Ing. de Manufactura "I" (DD),Analisis
3,Ing. de Manufactura II (DD),Analisis
3,Ingeniero Jr. (DD),Analisis
3,Ingeniero Proyectos III (NPI),Analisis
3,Principal Supervisor de Moldeo - Nivel 1,Analisis
3,Principal Supervisor de Moldeo - Nivel 2,Analisis
3,Principal Supervisor de Moldeo - Nivel 3,Analisis
3,Principal Supervisor de Moldeo - Nivel 4,Analisis
3,Supervisor Sr Ingenieria (DD) - Nivel 1,Analisis
3,Supervisor Sr Ingenieria (DD) - Nivel 2,Analisis
3,Supervisor Sr Ingenieria (DD) - Nivel 3,Analisis
3,Supervisor Sr Ingenieria (DD) - Nivel 4,Analisis
3,Ingeniero de Moldeo "II" DD,Analisis
3,Asistente de EHS,Analisis
3,Ingeniero de Seg./Medio Amb.,Analisis
3,Ingeniero Sustentabilidad y Cumplimiento,Analisis
3,Sup. Seguridad e Higiene,Analisis
3,Analista de Logistica,Analisis
3,Analista Financiero,Analisis
3,Auxiliar de Cuentas por Pagar,Analisis
3,Contador Sr,Analisis
3,Contador Sr Cuentas por Pagar,Analisis
3,Supervisor de Cash Management - Nivel 1,Analisis
3,Supervisor de Cash Management - Nivel 2,Analisis
3,Supervisor de Cash Management - Nivel 3,Analisis
3,Supervisor de Cash Management - Nivel 4,Analisis
3,Coordinador Projectos de Diseño,Analisis
3,Especialista Soporte Especificaciones,Analisis
3,Asistente de Administracion,Analisis
3,Gerente de Mantenimiento,Analisis
3,Analista Control de Materiales,Analisis
